id,features
214,"[-0.03128614276647568, -0.6224945783615112, 0.6233806610107422, -0.3991157114505768, -0.3972036838531494, 0.41680699586868286, 0.361727237701416, -0.5516089200973511, -0.022847875952720642, 0.1753670573234558, 0.24882645905017853, 0.11521703749895096, 0.006237930618226528, 0.13068236410617828, 0.049651507288217545, 0.14352253079414368, -0.13771648705005646, 0.04491753131151199, 0.07904032617807388, 0.05024675279855728, 0.06001032516360283, 0.14935436844825745, -0.18867820501327515, -0.5244879722595215, 0.7748850584030151]"
224,"[-0.03913561999797821, -0.22442373633384705, 0.32544058561325073, -0.7583237886428833, 0.20347614586353302, -0.30305102467536926, 1.1555291414260864, -0.9961660504341125, -1.5048803091049194, 0.39494240283966064, -0.24438801407814026, 0.2654210031032562, 0.16684354841709137, 0.06308963894844055, -0.023623740300536156, 0.22284452617168427, -0.5446959733963013, 0.3700837194919586, 0.15595433115959167, -0.2045760303735733, 0.13148875534534454, 0.687813937664032, 0.5063163042068481, -0.3288537561893463, 0.27536454796791077]"
234,"[0.009625241160392761, -0.7281537652015686, 0.8400354981422424, -0.09698580950498581, -0.29843297600746155, 0.40142372250556946, 0.41938889026641846, -0.45454826951026917, -1.0722726583480835, 0.1531994342803955, 0.1451665461063385, -0.30004024505615234, -0.01225342694669962, 0.11583554744720459, -0.54531329870224, 0.1425221711397171, 0.07929746806621552, 0.18334674835205078, -0.38714906573295593, 0.06975262612104416, -0.04085412994027138, 0.5101580619812012, -0.04667587950825691, -0.38440564274787903, 1.2132179737091064]"
244,"[-0.012554043903946877, -0.7900242805480957, 0.44021832942962646, -1.3615485429763794, -0.2196080982685089, 0.15558166801929474, 0.554459273815155, -0.056695256382226944, -0.5684038996696472, -0.12256897240877151, 0.7620407342910767, 0.4739381968975067, 0.381137490272522, 0.06582587957382202, 0.05459977686405182, 0.2495666891336441, -0.11696323752403259, 0.40425238013267517, -0.07498510181903839, -0.13341377675533295, 0.23876447975635529, 0.8790537118911743, -0.22491173446178436, -0.30579012632369995, 0.11885764449834824]"
254,"[-0.050321292132139206, -0.7489471435546875, 0.5826717019081116, -0.8773940801620483, 0.1752663105726242, 0.08053690940141678, 0.5428104400634766, -0.6412800550460815, -0.4465639293193817, 0.2331051379442215, 0.21865516901016235, 0.29467809200286865, 0.3048893213272095, -0.057739466428756714, -0.31587061285972595, 0.23141008615493774, 0.038069527596235275, -0.37380701303482056, 0.2806861400604248, -0.05983366072177887, 0.25468093156814575, 0.26250913739204407, -0.11474168300628662, -0.44987133145332336, 0.5187270641326904]"
264,"[-0.1640145629644394, -0.22349674999713898, 1.2857753038406372, -0.8493407368659973, -0.011682739481329918, -0.1490028202533722, -0.052497416734695435, -0.32010504603385925, 0.17543894052505493, 0.08447045087814331, 0.5775412917137146, 0.3427795469760895, 0.23231814801692963, -0.2420319765806198, -0.35987988114356995, 0.03803737089037895, 0.016698583960533142, 0.23620231449604034, -0.6435481309890747, 0.010191220790147781, 0.15221336483955383, 0.49114328622817993, -0.0714082196354866, -0.6051728129386902, 0.5596532225608826]"
274,"[-0.2972838580608368, -0.30707478523254395, 0.6668699979782104, -0.8526120781898499, 0.0203622467815876, 0.08752359449863434, 0.4859817624092102, -0.33532729744911194, -0.2768927812576294, 0.12326778471469879, 0.4424401521682739, -0.07499489188194275, -0.2210216224193573, 0.3446585237979889, -0.08760915696620941, 0.2494731992483139, 0.09038129448890686, -0.2623802125453949, 0.049075089395046234, -0.3099195957183838, 0.29285067319869995, 0.23877142369747162, 0.25057321786880493, -0.5591451525688171, 0.8349351286888123]"
284,"[-0.1115940734744072, -0.5191773772239685, 0.9376445412635803, -0.5777406692504883, -0.35593026876449585, -0.33127814531326294, 0.7452234625816345, -0.43940773606300354, -0.13027481734752655, -0.20315642654895782, -0.04838449880480766, 0.2290799617767334, -0.04642680287361145, 0.13254424929618835, 0.05919276177883148, 0.5862019062042236, 0.09222769737243652, -0.24188488721847534, -0.18443045020103455, -0.04708343371748924, 0.6499263048171997, 0.48365771770477295, 0.35583654046058655, -0.8608289361000061, 0.8956515789031982]"
294,"[0.15085916221141815, -0.41813990473747253, 0.5785002708435059, -0.41282427310943604, -0.15463700890541077, -0.13895480334758759, 0.3335780203342438, -0.6001853942871094, -0.3575339615345001, -0.8037844896316528, 0.5618690848350525, 0.06332088261842728, -0.2815147340297699, 0.4193271994590759, 0.022167248651385307, 0.3809092342853546, -0.22321683168411255, -0.13633571565151215, 0.2196854054927826, -0.6868945956230164, -0.12160761654376984, 0.3925541341304779, 0.29411983489990234, -0.3328282833099365, 0.5420352220535278]"
304,"[0.5099982023239136, -0.3171992301940918, 1.0105808973312378, -0.6417582035064697, 0.12549114227294922, 0.012103253975510597, 0.4575023949146271, -0.7631595134735107, -0.18564283847808838, 0.23278121650218964, 0.6276724934577942, 0.16838625073432922, 0.39829105138778687, 0.24985823035240173, 0.19009757041931152, 0.14875878393650055, 0.048868633806705475, 0.4084125757217407, 0.005912712309509516, -0.5590168833732605, -0.1632002294063568, 0.4849153757095337, 0.09991833567619324, -0.7662822604179382, 0.6757789254188538]"
314,"[0.3051877021789551, -0.3747811019420624, 0.47401952743530273, -0.2228231579065323, -0.2268945723772049, 0.22250618040561676, 0.5798925757408142, -0.6405604481697083, -0.2785579562187195, -0.20430268347263336, 0.4791885018348694, 0.06339886039495468, -0.016131192445755005, 0.015951624140143394, -0.15141382813453674, -0.13389243185520172, -0.018269220367074013, 0.41651931405067444, -0.18241429328918457, 0.4285893440246582, -0.14195220172405243, 0.06503621488809586, -0.0006186644313856959, -0.828217625617981, 0.8901854157447815]"
324,"[-0.10510504990816116, -0.46090254187583923, 0.7311959266662598, -0.8523880243301392, -0.3573506474494934, 0.5718421936035156, 0.15127001702785492, -0.7456470131874084, -0.3369080424308777, -0.05416184291243553, 0.1765412986278534, -0.0675894021987915, -0.3357093632221222, -0.3522651791572571, 0.1392744779586792, 0.26673105359077454, 0.04738996550440788, -0.49047142267227173, 0.26281967759132385, 0.36910364031791687, 0.4260227680206299, 0.5657123923301697, -0.06866545230150223, -0.39676687121391296, 0.5118114948272705]"
334,"[0.32363036274909973, -0.4331247806549072, 0.6008509397506714, -0.669223964214325, -0.09612450003623962, -0.008901195600628853, 0.4533294439315796, -0.5255143046379089, -0.18370449542999268, 0.04652277007699013, 0.30954158306121826, 0.3045324385166168, 0.14962342381477356, 0.08496399223804474, -0.004377034958451986, 0.16512222588062286, 0.07813817262649536, -0.09922885149717331, -0.21937765181064606, 0.04014616087079048, 0.13427817821502686, 0.46881476044654846, 0.030021537095308304, -0.5985035300254822, 0.6360498070716858]"
344,"[0.7890313267707825, -0.35800546407699585, 0.5544384717941284, -0.7611488103866577, 0.29305797815322876, -0.04931088536977768, 0.7746566534042358, -0.017635269090533257, -0.39434561133384705, 0.5292628407478333, -0.034312378615140915, 0.39652347564697266, -0.0826229527592659, -0.08018750697374344, -0.3701940178871155, -0.24189044535160065, 0.2802819311618805, -0.2268620729446411, 0.04174484685063362, -0.4626784026622772, -0.5475392937660217, 1.1508235931396484, 0.5788587331771851, -0.3498629033565521, 1.0511797666549683]"
354,"[0.14966513216495514, -0.46334564685821533, 0.7827811241149902, -0.5632607936859131, 0.08308631926774979, 0.10215741395950317, 0.6189806461334229, -0.4681381583213806, -0.48340490460395813, 0.12812106311321259, 0.5180531740188599, 0.04150184616446495, -0.06497770547866821, 0.176378071308136, -0.2679232358932495, 0.2011103332042694, 0.011091407388448715, -0.0009540710598230362, 0.1793108433485031, -0.02699645422399044, 0.2672634720802307, 0.19933927059173584, 0.15251140296459198, -0.44879624247550964, 0.8896774649620056]"
364,"[-0.46295541524887085, -0.38309597969055176, 0.8474978804588318, -0.49132364988327026, -0.0030316635966300964, 0.45174267888069153, 0.27035513520240784, -0.2436065822839737, -0.3543570637702942, -0.17932677268981934, -0.09442972391843796, 0.22379854321479797, -0.14069350063800812, -0.3629685044288635, -0.16688504815101624, 0.028573716059327126, -0.5051854252815247, 0.1281193345785141, 0.04123609513044357, 0.1099342405796051, 0.2688312232494354, 0.6931012272834778, 0.4541829228401184, -1.1740773916244507, 0.848177969455719]"
374,"[-0.6041751503944397, -0.1114981472492218, 0.6006267666816711, -0.6022247076034546, -0.10796047747135162, -0.061627913266420364, 0.4876405894756317, -0.33631598949432373, -0.40274137258529663, -0.04856833443045616, 0.3274097442626953, 0.37362009286880493, -0.43549197912216187, 0.03903641179203987, -0.15853562951087952, 0.5875536203384399, 0.13149897754192352, -0.24586574733257294, 0.29467669129371643, -0.3019995093345642, 0.1910039186477661, 0.7895479202270508, 0.1948978155851364, -0.8048151731491089, 0.775604248046875]"
384,"[-0.023301074281334877, -0.7357169389724731, 0.5820482969284058, -0.7140622735023499, -0.043049879372119904, 0.4399757981300354, 0.6124091744422913, -0.3094119131565094, -0.17307479679584503, -0.031848035752773285, 0.287476509809494, -0.07341939955949783, -0.22892750799655914, -0.6443158388137817, -0.3140285015106201, 0.6074222326278687, -0.2996176481246948, 0.0734749361872673, -0.00947858951985836, -0.07822573930025101, 0.24706102907657623, 0.6736707091331482, -0.4260116517543793, -0.46844011545181274, 0.35326412320137024]"
394,"[-0.22583240270614624, -0.34455442428588867, 0.19071167707443237, -0.24422939121723175, -0.10949266701936722, 0.0712236687541008, 0.4993787407875061, -0.546527624130249, -0.4443429112434387, -0.11900075525045395, 0.3862418830394745, 0.49940431118011475, 0.07563687860965729, -0.14323213696479797, -0.39001843333244324, 0.32194599509239197, -0.022206325083971024, 0.015334267169237137, 0.6908713579177856, -0.4820019602775574, -0.16229861974716187, 0.4541485011577606, -0.12632018327713013, -0.5270072817802429, 0.7359615564346313]"
404,"[0.0054849484004080296, -0.41974157094955444, 0.7725663781166077, -0.5505713820457458, 0.22872304916381836, 0.0894865095615387, 0.43253353238105774, -0.424122154712677, -0.41251876950263977, 0.06687906384468079, 0.42380520701408386, -0.03428289294242859, -0.06606438755989075, 0.08294428884983063, -0.18734623491764069, 0.07932572811841965, -0.005994717124849558, 0.12607045471668243, -0.10084725171327591, 0.03298968821763992, 0.030172087252140045, 0.24319888651371002, 0.3349730968475342, -0.6903933882713318, 0.6502785086631775]"
414,"[0.3064225912094116, -0.6043556332588196, 0.5112205743789673, -0.5887348055839539, -0.13800303637981415, 0.3952749967575073, 0.7969396114349365, -0.39902833104133606, -0.6438749432563782, -0.13041336834430695, 0.4343720078468323, 0.3732259273529053, -0.20834940671920776, 0.19931860268115997, 0.016322419047355652, 0.31215900182724, -0.2294546514749527, -0.11462707817554474, 0.05881326273083687, 0.22525319457054138, 0.01793758012354374, 0.5238738059997559, 0.036147359758615494, -0.5987048149108887, 0.4840541183948517]"
424,"[-0.4980654716491699, -0.6401032209396362, 0.30215388536453247, -0.25283119082450867, 0.04995185136795044, 0.40256696939468384, 0.6319893598556519, -0.4531378746032715, -0.7340579628944397, 0.6736428737640381, 0.5003833174705505, 0.03276064619421959, 0.031542811542749405, 0.09426839649677277, 0.10232054442167282, 0.13211345672607422, 0.1828589141368866, -0.18372300267219543, -0.14423894882202148, 0.06993985921144485, 0.5555362105369568, 0.5243534445762634, 0.18994773924350739, -0.4374026656150818, 0.7118061780929565]"
434,"[0.06848719716072083, -0.7629846930503845, 0.4569656252861023, -0.8481336236000061, 0.20976220071315765, 0.461344450712204, 0.5962288975715637, -0.34482643008232117, -0.6404027938842773, -0.3084385097026825, 0.23756365478038788, 0.5097742080688477, 0.1986759901046753, 0.12964379787445068, -0.342641681432724, 0.18588632345199585, 0.009962433949112892, -0.3559015393257141, 0.24042589962482452, -0.0756751224398613, 0.04621495306491852, 0.2927353084087372, -0.14608296751976013, -0.2856005132198334, 0.5464390516281128]"
444,"[-0.13975119590759277, -0.8212305903434753, 0.5502632260322571, -0.8529754281044006, -0.10498632490634918, 0.24744828045368195, 0.5221198797225952, -0.48520076274871826, -0.528095006942749, 0.0396086685359478, 0.5397787094116211, 0.13121937215328217, 0.18093286454677582, -0.08162475377321243, -0.012724557891488075, 0.022769879549741745, -0.12605595588684082, -0.26412102580070496, -0.04361782968044281, -0.12557560205459595, -0.07190828770399094, 0.28708094358444214, -0.07464416325092316, -0.5854718089103699, 0.5704795718193054]"
454,"[-0.11711296439170837, -0.4846862554550171, 0.7521549463272095, -0.5669301152229309, 0.1661154329776764, -0.020776478573679924, 0.6368914842605591, -0.8266453742980957, -0.36978939175605774, -0.19469709694385529, 0.28866046667099, 0.13965164124965668, 0.3612333834171295, 0.16533733904361725, -0.4806550443172455, -0.1747133731842041, -0.2767587900161743, -0.3472442924976349, 0.19913657009601593, 0.2194569855928421, 0.09800127893686295, 0.5090897083282471, 0.16044844686985016, -0.3363490700721741, 0.40935131907463074]"
464,"[-0.07595188915729523, -0.6548250913619995, 0.9628756642341614, -0.554817795753479, 0.3970189392566681, 0.36547917127609253, 0.6728962659835815, -0.41119641065597534, -0.3391989469528198, 0.2820150852203369, 0.4562382996082306, 0.16084115207195282, 0.28898248076438904, 0.07300553470849991, -0.4823150932788849, 0.08748528361320496, -0.32688814401626587, -0.00413919985294342, 0.4400089681148529, -0.06091521307826042, -0.29504361748695374, 0.5286942720413208, 0.23751135170459747, -0.4632298946380615, 0.5654686093330383]"
474,"[-0.019000254571437836, -0.7206279039382935, 0.6815487742424011, -0.46430763602256775, 0.23800614476203918, 0.29425740242004395, 0.2696891129016876, -0.41727641224861145, -0.41961678862571716, 0.12231870740652084, 0.5188610553741455, 0.24906374514102936, 0.13793820142745972, 0.17226074635982513, -0.14894016087055206, 0.0984923467040062, -0.23762065172195435, -0.1454019695520401, 0.05783510580658913, 0.21499186754226685, -0.1490458995103836, 0.5903719663619995, -0.4761573374271393, -0.6374863386154175, 0.48775139451026917]"
484,"[0.3809056878089905, -0.40935012698173523, 0.7463250756263733, -0.9461368322372437, 0.2040335088968277, -0.020828789100050926, 0.6514009237289429, -0.4197705388069153, -0.35167375206947327, 0.7758651971817017, -0.11942242085933685, 0.2794734835624695, -0.23984773457050323, 0.04975346103310585, -0.07862886041402817, 0.33711186051368713, -0.34962818026542664, 0.06663624197244644, -0.27580589056015015, 0.2265128195285797, 0.1731114238500595, 0.034584879875183105, 0.18138743937015533, -0.6567280888557434, 0.954227864742279]"
494,"[0.2831238806247711, -0.6491941213607788, 0.6882585287094116, -0.712263286113739, 0.013372283428907394, 0.717348575592041, 0.6057147979736328, -0.4304574728012085, -0.3287195563316345, -0.04684414714574814, 0.35900118947029114, 0.49863290786743164, 0.5793863534927368, 0.4135361909866333, -0.2583957612514496, 0.26110953092575073, -0.2498110979795456, 0.17034626007080078, 0.8069708347320557, 0.06693751364946365, -0.3007866442203522, 0.4905741810798645, -0.06273597478866577, -0.4733811318874359, 0.4688524901866913]"
504,"[0.018407749012112617, -0.7348785996437073, 0.5869548916816711, -0.6323694586753845, 0.12145555019378662, 0.29475969076156616, 0.47272124886512756, -0.5882084965705872, -0.47181418538093567, 0.36568567156791687, 0.47779422998428345, 0.15098340809345245, 0.10198811441659927, 0.040061913430690765, -0.030505338683724403, -0.10453278571367264, -0.1400720179080963, 0.12998579442501068, 0.09278114140033722, -0.0470641665160656, 0.2366648018360138, 0.5189337730407715, -0.010403038933873177, -0.39156588912010193, 0.7883037328720093]"
